C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_42_976.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_42_976.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_42_976.jpg, 0, 0, 0, 7.851074E-05
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_43_193.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_43_193.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_43_193.jpg, 0, 0, 0, 7.802463E-05
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_43_349.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_43_349.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_43_349.jpg, 0, 0, 0, 7.823413E-05
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_43_515.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_43_515.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_43_515.jpg, 0, 0, 0, 7.961466E-05
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_43_687.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_43_687.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_43_687.jpg, 0, 0.5113833, 0, 1.103519
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_43_859.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_43_859.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_43_859.jpg, 0, 0.05384552, 0, 1.175527
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_44_018.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_44_018.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_44_018.jpg, 0, 0, 0, 1.168942
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_44_276.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_44_276.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_44_276.jpg, 0, 0.7953352, 0, 3.761855
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_44_390.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_44_390.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_44_390.jpg, 0, 1, 0, 5.383707
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_44_522.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_44_522.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_44_522.jpg, -0.3992031, 0.6007969, 0, 6.148046
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_44_649.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_44_649.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_44_649.jpg, -0.01903197, 0.2206258, 0, 6.437799
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_44_783.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_44_783.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_44_783.jpg, 0, 0, 0, 6.37251
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_44_930.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_44_930.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_44_930.jpg, 0, 0, 0, 6.270501
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_45_057.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_45_057.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_45_057.jpg, 0, 0, 0, 6.19507
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_45_205.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_45_205.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_45_205.jpg, 0, 0, 0, 6.108215
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_45_326.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_45_326.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_45_326.jpg, 0, 0, 0, 6.022577
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_45_457.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_45_457.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_45_457.jpg, 0, 0.3937848, 0, 6.501767
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_45_589.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_45_589.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_45_589.jpg, -0.3915516, 0.002233207, 0, 6.366438
C:\Users\Murtaza\Desktop\New folder\IMG\center_2019_12_01_21_03_45_723.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\left_2019_12_01_21_03_45_723.jpg, C:\Users\Murtaza\Desktop\New folder\IMG\right_2019_12_01_21_03_45_723.jpg, -0.7984218, 0, 0, 6.157598
